celltypes,interaction,zscores,order,log2_mean_CPDB,pvalue_CPDB
E95_Endothelial|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),COL4A2_a1b1 complex,5.73296179287625,49,3.567,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),ANGPT1_ITGB1,5.69754934290145,50,9.244,0
E95_Endothelial|E95_Sinus Venosus (Tnnt2, Vsln1),ADAM17_ERBB4,5.67623057769899,51,1.455,0
E95_Hepatoblasts|E95_Endothelial,LAMB1_ITGA2,5.65148146877013,52,1.298,0
E95_Endothelial|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),COL4A1_ITGB8,5.62854118959074,53,7.346,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Endothelial,COL4A5_ITGA2,5.62769242255456,54,1.352,0
E95_Endothelial|E95_Endothelial,LAMB1_ITGA2,5.61545758516712,55,1.272,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Endothelial,ANGPT1_TIE1,5.60711250267455,56,4.976,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),SEMA6A_PLXNA4,5.60654470808832,57,2.412,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),FN1_ITGA4,5.59909898644794,58,15.014,0
E95_Endothelial|E95_Sinus Venosus (Tnnt2, Vsln1),HBEGF_ERBB4,5.59144481455141,59,1.34,0
E95_Endothelial|E95_Sinus Venosus (Tnnt2, Vsln1),COL4A1_ITGAV,5.58895361650178,60,7.222,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),VCAN_ITGA4,5.5880960787346,61,14.823,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Endothelial,FN1_ITGA2,5.58429877081501,62,5.325,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Hepatoblasts,PTPRF_CDH1,5.5828612392076,63,1.606,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),VCAN_EGFR,5.56623048486557,64,8.414,0
E95_Hepatoblasts|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),TGM2_ITGA4,5.56602094148086,65,11.124,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Endothelial,LAMA2_ITGA6,5.562117094569,66,2.195,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Endothelial,SEMA6D_KDR,5.53864989780307,67,8.515,0
E95_Hepatoblasts|E95_Endothelial,LAMC1_ITGA2,5.53744278437105,68,1.023,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Endothelial,COL11A1_ITGA2,5.53637152849135,69,1.016,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Endothelial,LAMC1_ITGA2,5.52965354894753,70,1.019,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Endothelial,LAMB1_ITGA2,5.5289569864785,71,1.203,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),VCAN_ITGA4,5.51893357266424,72,14.319,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Endothelial,COL3A1_ITGA2,5.51694806208801,73,6.173,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Endothelial,LAMC1_ITGA2,5.51652483057528,74,1.013,0
E95_Endothelial|E95_Sinus Venosus (Tnnt2, Vsln1),COL4A1_ITGB1,5.51579718126234,75,11.229,0
E95_Hepatoblasts|E95_Hepatomesenchyme,CDH1_CDH2,5.51576335872322,76,2.46,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Endothelial,TNC_PTPRB,5.51162407142838,77,2.388,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Sinus Venosus (Tnnt2, Vsln1),CALM3_KCNQ3,5.51016947409899,78,2.216,0
E95_Endothelial|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),COL4A1_ITGAV,5.50816380369239,79,7.198,0
E95_Hepatoblasts|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),CDH1_IGF1R,5.50639261567253,80,1.347,0
E95_Endothelial|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),TGM2_ITGA4,5.50393117290832,81,11.041,0
E95_Endothelial|E95_Mesenchyme, Liver (Alcam, Wt1, Gata4),COL4A1_ITGAV,5.5003620243771,82,7.196,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),FN1_ITGA4,5.49959995190973,83,14.346,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Sinus Venosus (Tnnt2, Vsln1),CALM3_KCNQ3,5.49719777739929,84,2.284,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Hepatoblasts,PTPRF_CDH1,5.49476261917708,85,1.402,0
E95_Hepatoblasts|E95_Sinus Venosus (Tnnt2, Vsln1),CDH1_IGF1R,5.49196437814057,86,1.319,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Hepatoblasts,PTPRF_CDH1,5.48900110761229,87,1.386,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Endothelial,COL1A1_ITGA2,5.48602749484449,88,4.443,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Endothelial,FN1_ITGA2,5.48453124092928,89,4.657,0
E95_Late erythroid|E95_Sinus Venosus (Tnnt2, Vsln1),CALM3_KCNQ3,5.47427476842579,90,2.416,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Endothelial,LAMB1_ITGA2,5.4706995321948,91,1.149,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Sinus Venosus (Tnnt2, Vsln1),CALM3_KCNQ3,5.46602529647346,92,2.468,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Endothelial,COL1A2_ITGA2,5.46341883148606,93,3.555,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Sinus Venosus (Tnnt2, Vsln1),CALM2_KCNQ3,5.46187299114597,94,5.15,0
E95_Hepatoblasts|E95_Mesenchyme, Liver (Alcam, Wt1, Gata4),CDH1_IGF1R,5.46179636490514,95,1.25,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Sinus Venosus (Tnnt2, Vsln1),ANGPT1_ITGB1,5.4599889416277,96,8.476,0
E95_Endothelial|E95_Sinus Venosus (Tnnt2, Vsln1),CALM1_KCNQ3,5.45686831195842,97,16.054,0
E95_Hepatoblasts|E95_Endothelial,RELN_ITGB1,5.45360459226545,98,9.501,0
E95_Hepatoblasts|E95_Hepatomesenchyme,CDH1_IGF1R,5.44990346641919,99,1.216,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Sinus Venosus (Tnnt2, Vsln1),CALM2_KCNQ3,5.44884870500053,100,5.478,0
E95_Late erythroid|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),TGM2_ITGA4,5.44659622209231,101,10.951,0
E95_Endothelial|E95_Endothelial,COL18A1_KDR,5.44634091282719,102,11.13,0
E95_Endothelial|E95_Sinus Venosus (Tnnt2, Vsln1),CALM3_KCNQ3,5.44274306716677,103,2.632,0
E95_Endothelial|E95_Mesenchyme, Liver (Alcam, Wt1, Gata4),COL4A1_ITGB1,5.44021576680842,104,10.93,0
E95_Hepatoblasts|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),FN1_ITGA4,5.43790319622749,105,13.829,0
E95_Hepatoblasts|E95_Sinus Venosus (Tnnt2, Vsln1),CALM2_KCNQ3,5.42326638188194,106,6.267,0
E95_Hepatomesenchyme|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),VCAN_ITGA4,5.4229772710675,107,13.434,0
E95_Endothelial|E95_Mesenchyme, Liver (Alcam, Wt1, Gata4),COL4A1_ITGB8,5.42293452557969,108,7.233,0
E95_Hepatoblasts|E95_Endothelial,FN1_ITGA2,5.42266304256726,109,4.139,0
E95_Late erythroid|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),ICAM4_ITGA4,5.42066063662791,110,11.723,0
E95_Endothelial|E95_Sinus Venosus (Tnnt2, Vsln1),CALM2_KCNQ3,5.41368332923964,111,6.652,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),FN1_ITGA4,5.40707571724374,112,13.514,0
E95_Late erythroid|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),MDK_ITGA4,5.40701841783472,113,12.095,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),CXCL12_ITGA4,5.4041357848236,114,10.896,0
E95_Hepatoblasts|E95_Sinus Venosus (Tnnt2, Vsln1),ADAM17_ERBB4,5.40388821133024,115,1.352,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Endothelial,LAMB1_ITGA2,5.39886130350545,116,1.066,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Sinus Venosus (Tnnt2, Vsln1),CALM1_KCNQ3,5.39693935185793,117,11.136,0
E95_Late erythroid|E95_Sinus Venosus (Tnnt2, Vsln1),CALM1_KCNQ3,5.39645456177006,118,11.226,0
E95_Hepatomesenchyme|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),FN1_ITGA4,5.39201241809871,119,13.336,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Endothelial,FN1_ITGA2,5.3917484282643,120,3.824,0
E95_Endothelial|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),MDK_ITGA4,5.3851602555784,121,13.274,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Mesenchyme, Liver (Alcam, Wt1, Gata4),ANGPT1_ITGB1,5.38362408488057,122,8.177,0
E95_Hepatomesenchyme|E95_Endothelial,LAMB1_ITGA2,5.3830334679076,123,1.043,0
E95_Hepatoblasts|E95_Endothelial,CGN_F11R,5.37765765969581,124,1.327,0
E95_Hepatomesenchyme|E95_Endothelial,FN1_ITGA2,5.37664218807746,125,3.647,0
E95_Endothelial|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),FN1_ITGA4,5.37580769399491,126,13.118,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Sinus Venosus (Tnnt2, Vsln1),ADAM17_ERBB4,5.37524966199052,127,1.332,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),CXCL12_ITGA4,5.37287622562079,128,10.814,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Sinus Venosus (Tnnt2, Vsln1),ADAM17_ERBB4,5.36868143626272,129,1.327,0
E95_Hepatomesenchyme|E95_Sinus Venosus (Tnnt2, Vsln1),ADAM17_ERBB4,5.36825819043906,130,1.326,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Sinus Venosus (Tnnt2, Vsln1),LAMA1_ITGB8,5.36800011661916,131,1.178,0
E95_Endothelial|E95_Hepatomesenchyme,COL4A1_ITGAV,5.36723099974673,132,7.148,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),MDK_ITGA4,5.36609178312467,133,24.327,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Sinus Venosus (Tnnt2, Vsln1),ADAM17_ERBB4,5.36303634067368,134,1.322,0
E95_Endothelial|E95_Endothelial,FN1_ITGA2,5.36039099921812,135,3.429,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Endothelial,TNC_ITGA2,5.35991202048409,136,1.13,0
E95_Hepatomesenchyme|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),CXCL12_ITGA4,5.35959000728568,137,10.77,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),MDK_ITGA4,5.35904742850301,138,23.777,0
E95_Hepatoblasts|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),MDK_ITGA4,5.35475314109472,139,23.406,0
E95_Hepatoblasts|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),RELN_ITGB1,5.34360226854536,140,9.214,0
E95_Hepatoblasts|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),VCAN_ITGA4,5.34205451390986,141,12.074,0
E95_Hepatomesenchyme|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),MDK_ITGA4,5.34097192572524,142,21.858,0
E95_Hepatoblasts|E95_Endothelial,COL4A1_ITGA2,5.33988024782876,143,1.794,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Endothelial,COL1A1_ITGA2,5.33987115028248,144,2.723,0
E95_Hepatomesenchyme|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),TGM2_ITGA4,5.33921178215009,145,10.65,0
E95_Hepatomesenchyme|E95_Sinus Venosus (Tnnt2, Vsln1),HBEGF_ERBB4,5.3389118531595,146,1.156,0
E95_Hepatoblasts|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),CXCL12_ITGA4,5.33841091468891,147,10.662,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Sinus Venosus (Tnnt2, Vsln1),DCN_ERBB4,5.33840084505024,148,1.644,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),MDK_ITGA4,5.33782401310863,149,21.336,0
E95_Late erythroid|E95_Sinus Venosus (Tnnt2, Vsln1),ADAM17_ERBB4,5.33638238989471,150,1.261,0
E95_Hepatomesenchyme|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),VCAM1_ITGA4,5.33328666414484,151,10.42,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Endothelial,COL1A2_ITGA2,5.32218597936975,152,1.965,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Endothelial,COL1A1_ITGA2,5.32135875030773,153,2.16,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Endothelial,COL4A1_ITGA2,5.32099606151111,154,1.444,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Endothelial,COL3A1_ITGA2,5.32023571243362,155,2.881,0
E95_Hepatomesenchyme|E95_Endothelial,COL1A2_ITGA2,5.31983011194267,156,1.349,0.008
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Endothelial,COL4A1_ITGA2,5.31938445397836,157,1.018,0
E95_Hepatomesenchyme|E95_Endothelial,COL4A1_ITGA2,5.31828011111842,158,1.331,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Endothelial,COL3A1_ITGA2,5.31817943750794,159,2.162,0.008
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Endothelial,COL1A2_ITGA2,5.31802455931502,160,1.754,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Endothelial,COL4A1_ITGA2,5.31750450007161,161,1.133,0
E95_Endothelial|E95_Hepatomesenchyme,COL4A1_ITGB8,5.2933096287231,162,7.132,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Endothelial,VEGFA_KDR,5.28627349968785,163,8.057,0
E95_Endothelial|E95_Late erythroid,COL4A1_ITGB1,5.25972029636548,164,7.945,0
E95_Endothelial|E95_Hepatoblasts,COL4A1_CD47,5.25711424928382,165,7.218,0
E95_Endothelial|E95_Sinus Venosus (Tnnt2, Vsln1),COL4A1_CD47,5.25044382652904,166,7.279,0
E95_Endothelial|E95_Late erythroid,COL4A1_CD47,5.25008525332837,167,7.282,0
E95_Endothelial|E95_Hepatomesenchyme,COL4A1_CD47,5.24754292880242,168,7.306,0
E95_Endothelial|E95_Mesenchyme, Liver (Alcam, Wt1, Gata4),COL4A1_CD47,5.24498799497635,169,7.332,0
E95_Endothelial|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),COL4A1_CD47,5.23716650020782,170,7.413,0
E95_Endothelial|E95_Endothelial,COL4A1_CD47,5.23492092682736,171,7.438,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Hepatoblasts,SEMA5A_MET,5.23109844309708,172,1.172,0
E95_Endothelial|E95_Hepatoblasts,COL4A1_ITGAV,5.22502108657133,173,7.065,0
E95_Endothelial|E95_Hepatomesenchyme,COL4A1_ITGB1,5.21571182449779,174,9.452,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Mesenchyme, Liver (Alcam, Wt1, Gata4),ANGPT1_ITGA5,5.2105737160944,175,4.405,0
E95_Endothelial|E95_Hepatoblasts,COL4A1_ITGB1,5.2040893121808,176,9.217,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Late erythroid,ANGPT1_ITGB1,5.20116509004226,177,5.192,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),CTGF_IGF2R,5.18650267126685,178,4.454,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),ANGPT1_ITGA5,5.18634896110892,179,4.383,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),EGFR_COPA,5.16688050270527,180,1.757,0
E95_Hepatoblasts|E95_Hepatomesenchyme,RELN_LRP8,5.16592211671743,181,4.251,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Hepatomesenchyme,ANGPT1_ITGB1,5.1566569145214,182,6.7,0
E95_Endothelial|E95_Hepatoblasts,HAPLN1_PRTG,5.153972495578,183,6.362,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Mesenchyme, Liver (Alcam, Wt1, Gata4),FGF5_FGFR2,5.1517208406899,184,1.135,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Hepatoblasts,ANGPT1_ITGB1,5.14490099681516,185,6.464,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Hepatoblasts,ANGPT1_ITGA5,5.14477323691,186,4.32,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Hepatomesenchyme,ANGPT1_ITGA5,5.14441654119474,187,4.319,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Mesenchyme, Liver (Alcam, Wt1, Gata4),ANGPT1_TEK,5.14283206509759,188,4.509,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),ANGPT1_TEK,5.14065262704897,189,4.461,0
E95_Endothelial|E95_Endothelial,LAMA4_ITGB1,5.13695000404943,190,5.985,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Hepatoblasts,EPHB2_RELN,5.13424424826455,191,4.452,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_Hepatoblasts,EPHB2_RELN,5.12114879113326,192,4.447,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Endothelial,VEGFA_KDR,5.11412266742964,193,7.997,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Endothelial,DAG1_LAMA4,5.11188176748732,194,1.913,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Endothelial,DAG1_LAMA4,5.09366697436534,195,1.901,0
E95_Hepatoblasts|E95_Sinus Venosus (Tnnt2, Vsln1),RELN_ITGB1,5.08954771392342,196,8.447,0
E95_Hepatoblasts|E95_Endothelial,VEGFA_KDR,5.07582684100498,197,7.982,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),TNC_EGFR,5.05973975476622,198,1.747,0
E95_Mesenchyme, Liver (Alcam, Wt1, Gata4)|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),SEMA3A_PLXNA4,5.04730344865991,199,2.319,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Mesenchyme, Liver (Alcam, Wt1, Gata4),CTGF_IGF2R,5.04628789104925,200,3.971,0
E95_Sinus Venosus (Tnnt2, Vsln1)|E95_Endothelial,VEGFA_KDR,5.02302687304867,201,7.96,0
E95_Endothelial|E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9),LAMA4_ITGB1,5.02001369517332,202,5.697,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Mesenchyme, Liver (Alcam, Wt1, Gata4),CTGF_LRP6,5.01853498267969,203,1.066,0
E95_ Liver mesothelium (Tbx18, Upk3b, Sfrp5, Sox9)|E95_Sinus Venosus (Tnnt2, Vsln1),SEMA3D_NRP1,5.01557241758774,204,4.964,0
